,text,sentiment
251,Utstyrt med det adaptive understellet og Lexus Dynamic Handling som inkluderer firehjulsstyring på vår F Sport versjon blir kjøredynamikken riktig så tilfredsstillende særlig med velgeren på Sport eller Sport,3
252,I dette smale segmentet fremstår i dag Lexus som teknologileder,4
253,I tillegg tilbyr de en meget god pakke som inkluderer en kraftfull men nøysom drivlinje god kjøredynamikk meget god komfort luksus og mye utstyr det hele til en riktignok høy men konkurransedyktig pris,4
254,Den som ønsker å velge noe annet enn det store flertallet i klassen for store premiumbiler har her en gylden mulighet,2
255,Vorspielartisten Björn Rosenström beholder nok sine mange norske fans og skaffer seg nok noen nye etter at de har hørt Pop på svenska,2
256,Dette er en god popplate mer bandpreget og mindre rølpete enn vi har hør fra Rosenström før,2
257,Den juristutdannede sangeren serverer variert syng med popmusikk med ironiske og humorfylte tekster,3
258,Rosenström har laget en jevnt god plate som lever opp til platetittelen,3
259,Vital ilter og viltvoksende progrock fra Bergens kanskje beste band akkurat nå,4
260,Så lenge det finnes band som Ungdomskulen stemmer jeg imidlertid for at vi beholder det en stund til det er i bunn og grunn denne mentaliteten trioen fra Bergen forvalter og forvrir om enn med et sjangerprefiks som peker tilbake til tja 1972 og datidens underlige sammenføyning av teknisk virtuositet og slørete estetiske idealer,3
261,I tillegg vekker Kristian Stockhaus flate stemme og lyriske råtasseri begge deler et fremmedgjørende dehypnotiserende element i musikken assosiasjoner til Ween og deres brautende livsanskuelse,3
262,Bisexual er en skive som vokser i et forrykende tempo for hver gjennomlytting låter som i begynnelsen fortoner seg som gedigne tålmodighetsprøver åpenbarer seg gradvis som intrikate sporadisk vakre og tonalt hensynsløse minisymfonier der lag på lag av muskuløs lyd og oppfinnsomme låtstrukturer lar seg skrelle av på vei inn mot den forrykte kjernen av prosjektet,4
263,Dette er på ingen måte noen lett plate å forholde seg til og treeren så lenge ut til å ligge ferdigtrillet på lyttepulten min,2
264,Men den smått banale og ofte misbrukte maksimen om at musikk kan vokse seg stor og mektig hvis man investerer nok tålmodighet i den det stemmer som regel ikke passer sjeldent bedre enn i akkurat dette tilfellet,4
265,Gulosten er en strålende tegneserie om en kriminell krigshelt,4
266,Kristian Krohg Sørensen dukket opp fra intet i fjor høste da Lars Fiske og Steffen Kverneland presenterte ham som sitt talent i Kulturquizen på Nrk,3
267,Nå et halvt år senere er det bare å fastslå at Fiske og Kverneland gjorde et strålende valg for Krohg Sørensens tegneserie om krigshelten Johannes Gulosten Andersen er en pangdebut av det helt sjeldne slaget,4
268,Heldigvis retter Krohg Sørensen på dette nå for Gulostens historie er så innholdsrik at det ikke engang holder med én tegneserie,4
269,I enkle men uttrykksfulle sorthvitt tegninger blir vi med Gulosten gjennom det harde livet på skolen som jungmann til havs og tilbake til Kristiania hvor første verdenskrig ironisk nok fører til oppgangstider i Norge,4
270,Selv om alle disse bøkene er svært forskjellige har de et sterkt fellestrekk ved at de klarer å omforme historisk materiale til fullverdige og rent briljante tegneserier,4
271,At det er en gullalder for historisk baserte tegneserier i Norge nå er det ingen tvil om,4
272,Sammenlignet med de ovennevnte serieskaperne er ikke Krohg Sørensen en like imponerende tegner,1
273,Mange av rutene hans er nesten skisseaktige med mye hvit bakgrunn og få detaljer,1
274,Menneskene er også enkelt portrettert men de fungerer godt,3
275,Gulostens ansiktsform minner for eksempel om skjelettansiktet fra Munchs Skrik likevel blir han aldri en karikatur men en person leseren får sympati for,3
276,Serien om Gulosten har all mulighet til å bli en virkelig tegneserieklassiker nå gjenstår det bare for forfatteren å innfri med bind to og tre,4
277,Det har jeg full tiltro til at han vil klare den største utfordringen blir nok for leseren som dessverre må vente i et år eller to på fortsettelsen,3
278,For Gulostens liv i helvete har heldigvis for oss knapt begynt,4
279,Med sitt tredje album fortsetter Sharon van Etten å ha det inderlig vondt,2
280,Dette er tross alt musikk som skal røre ved hjertet,3
281,Men Sharon van Etten hadde åpenbart så stor tro på musikken at hun valgte å rømme fra Tennesse og den ondskapsfulle kjæresten sin,3
282,Man hørte likevel på debuten Because I Was In Love at selvtilliten var på et minimalt nivå,0
283,For gjennom gitarklimpringen det slitne orgelet og den tynne lyden skinte det av en pint sjel så dårlig behandlet at hun nærmest gråt mens hun blødde av hele hjertet utover nylonstrengene,1
284,Og nå to album senere medregnet den i overkant korte oppfølgeren Epic kan man høre at hennes egen tro på sine hjerteskjærende folklåter har vokst betraktelig,3
285,Det samme gjelder for så vidt også den kraftige stemmen hennes som nærmest låter modnet av smerte,3
286,Og mye takket være Dessners evne til å holde fikleriet dempet i bakgrunnen føles Tramp så jordnær og intim som en Sharon van Etten skive bør være,3
287,Det er likevel antydninger til orkestral storhet her som når marsjerende trommer seige orgler og flyktige strykere bærer frem mørket i Magic Chords mens spøkelsesaktig koring sørger for mye av albumhøydepunktet In Lines crescendo,3
288,Men først og fremst rører Sharon van Ettens klaustrofobiske og hjerteskjærende tilnærming til den amerikanske folk tradisjonen ved hjertet,3
289,Spesielt når man stadig får følelsen av at minnene om den manipulerende ekskjæresten fortsatt gnager som på passsiv aggressive Give Out,3
290,Det kan være lett å glemme at avstanden mellom nydelig melankoli og kjedsomhet ofte er kort,2
291,Særlig mot slutten av andre halvdel er det flere øyeblikk hvor Tramp tar en pause fra å røre men heller blir søvndyssende,1
292,Hun virker heller mer grinete enn skadet på Ask hvor hun stadig gjentar It hurts too much to laugh about it mens I m Wrong forsøker å dekke over for sin tomhet med store lyder,1
293,Det er likevel viktig å merke seg at Tramp byr på få eller tja ingen nyskapende ideer men at dette er først og fremst et album som handler om å hente frem den skjøre sekstenåringen i seg og føle det uanstrengte sarte og vakre håndverket,3
294,I juniorutgavene av Olsenbanden filmene er handlingen lagt til et pastoralt sekstitall intrigene har vært tradisjonelle men med en viss spenst,3
295,Selve historien med utgangspunkt i stortyven Ole Høyland er like tynn og skrøpelig som en gjennomskuelig løgn både som idé og i avvikling,0
296,Den generelle oppfinnsomheten er som en selters som har stått åpen helgen over,0
297,Og regien har ofte lettvinte løsninger som om filmskaperne har arbeidet på et minibudsjett,1
298,Men Libanon balanserer stoffet langt bedre og er ikke den forsvarstalen Waltz med Bashir endte opp som,2
299,Den hyperrealistiske intense tilstedeværelsen filmen maner fram gjør likevel at vi bryr oss om de fire,3
300,Klamt skremmende og klaustrofobisk og så dyktig utført at målet om å skildre krig nøyaktig slik det må føles for den som er midt i det nås med glans,2
301,Supergrass har muligens hørt vel mye på Led Zeppelin det siste året for i åpningssporet Tales Of Endurance Parts 4 5 6 går de legendene i næringen på en måte som dessverre avslører hvilken autoritet Supergrass mangler for å komme opp på samme høyder,1
302,Resten av platen bygger videre på mye av Zeppelins flytende psykedelia men låtene med hederlig unntak i tittellåten mangler ethvert gripetak som er nødvendig for å fange interessen,2
303,Det som tidligere var et skarpt morsomt og friskt band er blitt matt melankolsk og mistilpasset,2
304,Biografien om feministen Betzy Kjelsberg utvider norsk historie,3
305,Det kan det raskt bli en endring på med Betzy Kjelsberg,3
306,I den gir Folkvord en stort sett levende skildring av Norges første kvinnelige fabrikkinspektør som gjennom et langt liv kjempet for å bedre kvinners arbeidsliv,3
307,I den spenner hun opp et bredt lerret og med et sikkert grep om stoffet følger hun Kjelsberg fra fødsel i Svelvik i 1866 til hennes død som høyt respektert rikskjendis i 1950,3
308,At hun i likhet med Qvam ble begravet på statens bekostning sier noe om hennes posisjon i samtiden,3
309,Særlig levende er skildringene av om hennes ungdomstid tid som en av Norges første kvinnelige gymnasiaster og miljøet omkring kvinnegruppa Skuld,3
310,Sjelden har jeg lest en mer elegant skildring av et bryllup biografen stiller seg kritisk til av grunner som forsiktig utdypes utover i boka,4
311,Kjærleiken tok styringa over studentkarrieren skriver hun med sikker sans for understatement,3
312,At Folkvord også har blikk for slående eksempler viser hun flere steder,3
313,Folkvord argumenterer overbevisende for at hun var altfor dyktig til å bli sjefsinspektør i 1916,3
314,Et mer graverende eksempel på at Kjelsberg ble oppfattet som en trussel av mannsveldet var da hun til tross for bred støtte ikke ble sosialminister i 1928,2
315,Den røde tråden i boka er Folkvords skarpe betraktninger om hvorfor Norge ble ein sinke når det gjaldt kvinner i sentrale posisjoner,3
316,Hennes lite flatterende beskrivelser av menn som tviholder på sine maktposisjoner burde være aktuelle også i dag,2
317,Til gjengjeld har Folkvord gjort et stort arbeid i å saumfare arkiver,3
318,Materialet er så omfattende at det går utover fremdriften i historien enkelte steder,1
319,Det tar imidlertid femti sider før de flytter inn i en leilighet i Victoria Terrasse,2
320,Likevel er det ingen tvil om at Folkvord med Betzy Kjelsberg er blant de forfatterne som utvider norsk biografiskriving til å omfatte andre enn våre krigshelter og etterkrigstidens statsministre,3
321,Betzy Kjelsberg anbefales til alle som vil vite mer om feminismen lange og stolte tradisjon helt tilbake til 1800 tallet,3
322,Marathon Berlin er den femte boka til Jørgensen velkomponert pakka med dei ingrediensane vi kjenner han på ein mannleg hovudperson sånn på hans eigen alder ein musisk vandrar og bohem ein både kjenslevâr og realitetsorientert drøymar og forsøksvis kosmopolitt ein mann med mykje kvinne og familieelsk i seg uløyseleg knytt til oppvekststaden sin ein jordnær estet og ikkje å forgløyma ein mann som sjeldan er langt vekke frå ymse rusmiddel,3
323,Det går ikkje så glatt for denne eigesjuke egoisten som strever med sjølvbildet sitt ganske spesielt fordi han er besett sjalu på Tamara der ho går og steller for dei alle til ho rimelegvis får nok,0
324,Geir Olav Jørgensen gjer det til medrivande lesning,4
325,Verdens mektigste pop par kan kunsten å blande forretninger og fornøyelse,3
326,Bedre ting har skjedd med verre folk for på denne album aperitiffen viser Destiny s Child sjefen at hun er den globale poptronen verdig,3
327,Men ta det med ro hun er fortsatt både catchy og funky,3
328,Denne gangen står hun i gjeld til Michael Jackson og den banebrytende popdiskoen han lagde på Off The Wall i 1979,3
329,Og igjen trekker hun linjer mellom klassisk sort musikkhistorie og nåtid på et elegant vis få gjør henne etter,4
330,Det skader heller ikke at kjæresten Jay Z dukker opp med sin makeløse rap slik han gjorde for henne på klassiske Crazy In Love,3
331,DeJa Vu viser at idétørken deres stadig lar vente på seg,3
332,Chris Martin er bare halvveis tilbake på Ghost Stories,1
333,I 1978 slapp Marvin Gaye albumet Here My Dear en bitter personlig og briljant plate om soulsangerens skilsmisse fra Anna Gordy,4
334,I 2014 prøver Chris Martin å bruke Ghost Stories til å drive ut demoner etter skilsmissen fra Gwyneth Paltrow samtidig som Coldplay prøver å revitalisere seg etter slappe Mylo Xyloto,1
335,Det låter definitivt vakkert og sårt men noen Here My Dear som i mine ører er platen alle skilsmisseplater måles opp mot er det ikke,3
336,Tekstmessig blir vi silkemykt dratt gjennom sinnstilstanden til en mann som ikke lenger er med sin kjærlighet,3
337,Lyrisk er det beint frem kjedelig og uinteressant og endimensjonalt selv til Chris Martin å være,1
338,På sitt beste kan han være en konge av sødmefylt allsanglyrikk tenk bare på den entusiastiske kjærlighetserklæringen i Yellow eller det gåsehudfremkallende refrenget i Fix You,4
339,Det er dog noen tilløp til store øyeblikk på Ghost Stories,3
340,Another s Arms en mystisk liten perle med den nydelige samplingen av Jane Weaver som en signatur som går gjennom låten,3
341,Samarbeidet med Avicii på A Sky Full of Stars markerer muligens en ny æra for popmusikken med sitt møte mellom det mest publikumsvennlige av 2000 tallets popmusikk Coldplay og 2010 tallets så langt største popsnekker Tim Bergling Singelen Magic har en produksjon og et hook som går utenom det meste i profesjonalitet og headsetvennlighet,4
342,På Midnight blir Chris Martin så mumlete at man tror han har gått på Islands Kunsthøyskole For Uforståelig Sigur Rôs vokal men inni der er det forhåpentligvis også signaler på hvor Coldplay skal gå i fremtiden den mørke dystre Chris Martin kan være interessant å utvikle,1
